1|1|1|Novogodisnji vaucer|3/3/2023 12:00:00 AM|3/3/2024 12:00:00 AM
2|-1|1|Lojalni vaucer|5/12/2023 11:00:15 PM|11/12/2023 11:00:15 PM
3|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
4|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
5|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
6|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
7|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
8|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
9|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
10|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
11|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
12|1|1|Vaucer|5/16/2023 12:05:33 AM|5/16/2024 12:05:33 AM
